seed_id,source_question_id,question,answer,expected_sources,evidence_count,evidence_child_ids,evidence_titles,evidence_source_files,reference_scope,trap_type,style,category,difficulty,approval_status,corpus_version,index_version
CACHE054,QA054,相続時精算課税を選択したら相続税申告までどう影響しますか,選択制度の概要はNo.4103で確認し相続税の申告義務はNo.4301で確認する。贈与時に申告し相続時に贈与財産を加算して精算する点が重要。,No.4103|No.4301,2,b8266bb7c156926f|38811747d2978c4d,No.4103 相続時精算課税の選択|No.4301 相続時精算課税の選択と相続税の申告義務,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4103_相続時精算課税の選択.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4301_相続時精算課税の選択と相続税の申告義務.md,multi,similar_terms,formal,相続時精算課税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE055,QA055,令和6年以後の贈与で相続時精算課税の届出を出した後に期限後申告したらどうなりますか,TaxAnswerの相続時精算課税の基本と質疑応答16a/15を合わせて確認する。単独届出後の期限後申告で適用可否が論点になる。,No.4103|質疑応答 16a/15,2,52d772fde6673de4|bdf4a26d24815465,No.4103 相続時精算課税の選択|相続時精算課税選択届出書を単独で提出した後に贈与税の期限後申告書を提出する場合の相続時精算課税の適用の可否（令和６年１月１日以後の贈与の場合）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4103_相続時精算課税の選択.md|data/markdown/nta_sozoku_shitsugi/16a__15_相続時精算課税選択届出書を単独で提出した後に贈与税の期限後申告書を提出する場合の相続時精算課税の適用の可否（令和６年１月１日以後の贈与の場合）.md,multi,deadline,formal,相続時精算課税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE056,QA056,相続時精算課税で土地建物をもらった場合の価額特例はどの資料を見ますか,相続時精算課税の一般論はTaxAnswerで確認し土地または建物の価額の特例はPDF0024005-164の質疑応答で確認する。,No.4103|0024005-164,2,52d772fde6673de4|bf5dd2cf877550d7,No.4103 相続時精算課税の選択|相続時精算課税に係る土地又は建物の価額の特例に関する質疑応答事例について（情報）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4103_相続時精算課税の選択.md|data/markdown/nta_sozoku_joho_zeikaishaku_pdf/0024005-164_相続時精算課税に係る土地又は建物の価額の特例に関する質疑応答事例について（情報）.md,multi,valuation,formal,相続時精算課税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE057,QA057,贈与者が贈与した年の途中で亡くなった場合は贈与税と相続税どちらを見ますか,No.4302とNo.4307で相続時精算課税や贈与税相続税の取扱いを確認し令和6年以後の複数特定贈与者の事例は質疑応答16a/17も見る。,No.4302|No.4307|質疑応答 16a/17,3,f18f05d874ed2b78|6c8ea0ee652a43f7|a24503358b755dca,No.4302 贈与者が贈与した年の中途に死亡した場合の相続時精算課税の選択|No.4307 贈与者が贈与をした年に死亡した場合の贈与税及び相続税の取扱い|特定贈与者が贈与をした年の中途に死亡した場合の相続税及び贈与税の課税価格に加算等される贈与財産の価額（令和６年１月１日以後に２人以上の特定贈与者からの贈与があった場合）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4302_贈与者が贈与した年の中途に死亡した場合の相続時精算課税の選択.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4307_贈与者が贈与をした年に死亡した場合の贈与税及び相続税の取扱い.md|data/markdown/nta_sozoku_shitsugi/16a__17_特定贈与者が贈与をした年の中途に死亡した場合の相続税及び贈与税の課税価格に加算等される贈与財産の価額（令和６年１月１日以後に２人以上の特定贈与者からの贈与があっ.md,multi,tax_type_mix,formal,相続時精算課税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE058,QA058,暦年課税の生前贈与加算と相続時精算課税は同じものですか,別制度。暦年課税の贈与財産加算はNo.4161で確認し相続時精算課税はNo.4103や関連質疑応答で確認する。,No.4161|No.4103,2,0d9530f45b44e991|b288b73e174915f0,No.4161 贈与財産の加算と税額控除（暦年課税）|No.4103 相続時精算課税の選択,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4161_贈与財産の加算と税額控除（暦年課税）.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4103_相続時精算課税の選択.md,multi,similar_terms,formal,相続税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE059,QA059,死亡保険金についてTaxAnswerと通達の両方で確認したい,TaxAnswerでは課税対象と非課税枠を確認し相続税法基本通達では保険金受取人や保険料負担者に関する取扱いを確認する。,No.4114|相続税法基本通達 3条関係,2,6dbdcac94932af79|676dd24a4705e0d8,No.4114 相続税の課税対象になる死亡保険金|第3条《相続又は遺贈により取得したものとみなす場合》関係,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4114_相続税の課税対象になる死亡保険金.md|data/markdown/nta_sozoku_kihon_tsutatsu/01__02_第3条《相続又は遺贈により取得したものとみなす場合》関係.md,multi,similar_terms,formal,相続税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE060,QA060,死亡退職金を辞退した場合の扱いも含めて調べたい,死亡退職金の一般的な相続税課税はNo.4117で確認し辞退した場合や課税時期は質疑応答03/09や03/10で確認する。,No.4117|質疑応答 03/09|質疑応答 03/10,3,42f4e51e672f2970|c03fd133d2807f17|3f24ad357286bd68,No.4117 相続税の課税対象になる死亡退職金|死亡退職金の課税時期|死亡退職金を辞退した場合,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4117_相続税の課税対象になる死亡退職金.md|data/markdown/nta_sozoku_shitsugi/03__09_死亡退職金の課税時期.md|data/markdown/nta_sozoku_shitsugi/03__10_死亡退職金を辞退した場合.md,multi,similar_terms,formal,相続税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE061,QA061,未支給年金は相続財産として処理すればいいですか,相続税等の年金受給権一般はNo.4123で確認し未支給の国民年金に係る相続税の課税関係は質疑応答02/09で個別確認する。,No.4123|質疑応答 02/09,2,50829aea832be34b|7fdc6c24d3027471,No.4123 相続税等の課税対象になる年金受給権|未支給の国民年金に係る相続税の課税関係,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4123_相続税等の課税対象になる年金受給権.md|data/markdown/nta_sozoku_shitsugi/02__09_未支給の国民年金に係る相続税の課税関係.md,multi,confusable,colloquial,相続税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE062,QA062,準確定申告の還付金と還付加算金は同じ扱いですか,被相続人の準確定申告に係る還付金等は質疑応答02/01を確認し確定申告後に死亡した場合の還付加算金は質疑応答02/04で分けて確認する。,質疑応答 02/01|質疑応答 02/04,2,4fa26e807c9531fb|32f3a62dbc3a476b,被相続人の準確定申告に係る還付金等|確定申告書提出後に死亡した被相続人に係る還付加算金の課税関係,data/markdown/nta_sozoku_shitsugi/02__01_被相続人の準確定申告に係る還付金等.md|data/markdown/nta_sozoku_shitsugi/02__04_確定申告書提出後に死亡した被相続人に係る還付加算金の課税関係.md,multi,similar_terms,formal,相続財産,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE063,QA063,相続開始時に売買契約中だった不動産はどう考えますか,相続開始時点で売買契約中であった不動産の課税関係は質疑応答02/12で確認し相続財産の範囲はNo.4105で補う。,質疑応答 02/12|No.4105,2,fc52838c3dca14ef|0283c3e3ac6aa85e,相続開始時点で売買契約中であった不動産に係る相続税の課税|No.4105 相続税がかかる財産,data/markdown/nta_sozoku_shitsugi/02__12_相続開始時点で売買契約中であった不動産に係る相続税の課税.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4105_相続税がかかる財産.md,multi,none,formal,相続財産,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE064,QA064,相続財産を公益法人に寄附した場合は相続税だけ見ればいいですか,相続税上の寄附の特例はNo.4141で確認し寄附財産の売却代金や譲渡所得の論点は質疑応答12/01などで確認する。,No.4141|質疑応答 12/01,2,1516e4908ca1e849|80aacb3ca0a45bca,No.4141 相続財産を公益法人などに寄附したとき|相続財産の寄附を受けた公益法人が当該財産の売却代金を法人の事業の用に供した場合,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4141_相続財産を公益法人などに寄附したとき.md|data/markdown/nta_sozoku_shitsugi/12__01_相続財産の寄附を受けた公益法人が当該財産の売却代金を法人の事業の用に供した場合.md,multi,tax_type_mix,formal,相続税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE065,QA065,遺産を売って分ける換価分割では譲渡所得も関係しますか,換価分割の相続登記と贈与税は質疑応答13/01を確認し相続財産譲渡の取得費加算はNo.3267で確認する。,質疑応答 13/01|No.3267,2,6cfa3a2b61adff72|8670b2429dd27fd9,遺産の換価分割のための相続登記と贈与税|No.3267 相続財産を譲渡した場合の取得費の特例,data/markdown/nta_sozoku_shitsugi/13__01_遺産の換価分割のための相続登記と贈与税.md|data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/3267_相続財産を譲渡した場合の取得費の特例.md,multi,tax_type_mix,formal,譲渡所得,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE066,QA066,農地の納税猶予は相続と贈与で資料を分けるべきですか,相続税の農地納税猶予はNo.4147で確認し贈与税の農地納税猶予はNo.4438で確認する。質疑応答18番台で個別事例を補う。,No.4147|No.4438|質疑応答 18,3,12377746ddd1b57e|f9b5517c24ba7756|86abb8a100707340,No.4147 農業相続人が農地等を相続した場合の納税猶予の特例|No.4438 農業後継者が農地等の贈与を受けた場合の納税猶予の特例|対象年の前年以前又は対象年に農地法第5条の許可を受けた農地等の贈与を行った場合の贈与税の納税猶予の適用,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4147_農業相続人が農地等を相続した場合の納税猶予の特例.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4438_農業後継者が農地等の贈与を受けた場合の納税猶予の特例.md|data/markdown/nta_sozoku_shitsugi/18__35_対象年の前年以前又は対象年に農地法第5条の許可を受けた農地等の贈与を行った場合の贈与税の納税猶予の適用.md,multi,tax_type_mix,formal,納税猶予,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE067,QA067,非上場株式の事業承継税制は相続税と贈与税の両方を見ますか,相続税側はNo.4148で贈与税側はNo.4439で確認し詳細な質疑応答はPDF0025005-103を参照する。,No.4148|No.4439|0025005-103,3,4c29a1bb9a012717|12aa14e84e952351|d26ce20b97fe1b51,No.4148 非上場株式等についての相続税の納税猶予及び免除の特例等（法人版事業承継税制）|No.4439 非上場株式等についての贈与税の納税猶予及び免除の特例等（法人版事業承継税制）|非上場株式等についての贈与税・相続税の納税猶予及び免除の特例措置等に関する質疑応答事例について（情報）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4148_非上場株式等についての相続税の納税猶予及び免除の特例等（法人版事業承継税制）.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4439_非上場株式等についての贈与税の納税猶予及び免除の特例等（法人版事業承継税制）.md|data/markdown/nta_sozoku_joho_zeikaishaku_pdf/0025005-103_非上場株式等についての贈与税・相続税の納税猶予及び免除の特例措置等に関する質疑応答事例について（情報）.md,multi,tax_type_mix,formal,事業承継,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE068,QA068,個人事業用資産の納税猶予はどの資料を横断しますか,相続税側はNo.4153で贈与税側はNo.4442で確認し詳細な質疑応答はPDF0025006-064を参照する。,No.4153|No.4442|0025006-064,3,4a329942ff608478|1279354227df99a2|edfe03fbea0c8f4d,No.4153 個人の事業用資産についての相続税の納税猶予及び免除（個人版事業承継税制）|No.4442 個人の事業用資産についての贈与税の納税猶予及び免除（個人版事業承継税制）|個人の事業用資産についての贈与税・相続税の納税猶予及び免除に関する質疑応答事例について（情報）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4153_個人の事業用資産についての相続税の納税猶予及び免除.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4442_個人の事業用資産についての贈与税の納税猶予及び免除（個人版事業承継税制）.md|data/markdown/nta_sozoku_joho_zeikaishaku_pdf/0025006-064_個人の事業用資産についての贈与税・相続税の納税猶予及び免除に関する質疑応答事例について（情報）.md,multi,tax_type_mix,formal,事業承継,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE069,QA069,医療法人の持分について相続税と贈与税の両方を確認したい,相続税の納税猶予や税額控除はNo.4150やNo.4177で確認し贈与税側の経済的利益や税額控除はNo.4440やNo.4441で確認する。,No.4150|No.4177|No.4440|No.4441,4,c58c4666e08223fa|93c439dbcde748b0|428911d1ab407629|a722d55b97a629d7,No.4150 医療法人の持分についての相続税の納税猶予の特例|No.4177 医療法人の持分についての相続税の税額控除の特例|No.4440 医療法人の持分に係る経済的利益についての贈与税の納税猶予の特例|No.4441 医療法人の持分に係る経済的利益についての贈与税の税額控除の特例,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4150_医療法人の持分についての相続税の納税猶予の特例.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4177_医療法人の持分についての相続税の税額控除の特例.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4440_医療法人の持分に係る経済的利益についての贈与税の納税猶予の特例.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4441_医療法人の持分に係る経済的利益についての贈与税の税額控除の特例.md,multi,tax_type_mix,formal,医療法人,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE070,QA070,住宅取得資金の贈与と相続時精算課税の関係を見たい,住宅取得等資金の非課税はNo.4508で確認し相続時精算課税選択の特例や計算はNo.4503やNo.4504で確認する。,No.4508|No.4503|No.4504,3,a90f7f444fbafb26|a41967fbf50770ac|3290720c93a9b110,No.4508 直系尊属から住宅取得等資金の贈与を受けた場合の非課税|No.4503 住宅取得等資金の贈与を受けた場合の相続時精算課税選択の特例|No.4504 住宅取得等資金の贈与を受けた場合の贈与税の計算(相続時精算課税の選択をした場合),data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4508_直系尊属から住宅取得等資金の贈与を受けた場合の非課税.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4503_住宅取得等資金の贈与を受けた場合の相続時精算課税選択の特例.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4504_住宅取得等資金の贈与を受けた場合の贈与税の計算(相続時精算課税の選択をした場合).md,multi,similar_terms,formal,住宅取得資金,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE071,QA071,相続税の配偶者軽減と贈与税の配偶者控除をごっちゃにしないで説明して,相続税の配偶者軽減は相続で配偶者が取得した財産に対する税額軽減。贈与税の配偶者控除は婚姻20年以上などの要件で居住用不動産贈与に使う別制度。,No.4158|No.4452,2,5fc59de6d0ad050a|d1607100d68b34d4,No.4158 配偶者の税額の軽減|No.4452 夫婦の間で居住用の不動産を贈与したときの配偶者控除,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4158_配偶者の税額の軽減.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4452_夫婦の間で居住用の不動産を贈与したときの配偶者控除.md,multi,similar_terms,formal,制度比較,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE072,QA072,死亡保険金と贈与税の対象になる生命保険金は同じですか,同じ生命保険でも保険料負担者や受取事由で課税関係が変わる。死亡保険金の相続税はNo.4114で贈与税対象の生命保険金はNo.4417で確認する。,No.4114|No.4417,2,7e4cd4d910f706ee|601ab9ca4421bfd1,No.4114 相続税の課税対象になる死亡保険金|No.4417 贈与税の対象になる生命保険金,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4114_相続税の課税対象になる死亡保険金.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4417_贈与税の対象になる生命保険金.md,multi,similar_terms,formal,制度比較,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE073,QA073,死亡退職金と弔慰金はどう区別しますか,死亡退職金はみなし相続財産としてNo.4117を確認し弔慰金はNo.4120で一定額や実質判断を確認する。名目でなく実質が重要。,No.4117|No.4120,2,66441308da18f321|f34b8183ce97dbdd,No.4117 相続税の課税対象になる死亡退職金|No.4120 弔慰金を受け取ったときの取扱い,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4117_相続税の課税対象になる死亡退職金.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4120_弔慰金を受け取ったときの取扱い.md,multi,similar_terms,formal,制度比較,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE074,QA074,延納と物納を間違えないように説明して,延納は金銭納付を年賦にする制度でNo.4211を確認する。物納は一定の相続財産で納める制度でNo.4214を確認する。,No.4211|No.4214,2,1432452dbd1713c8|36b56691de2313ea,No.4211 相続税の延納|No.4214 相続税の物納,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4211_相続税の延納.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4214_相続税の物納.md,multi,similar_terms,colloquial,制度比較,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE075,QA075,低額譲受けと負担付贈与はどこが違いますか,低額譲受けは時価より著しく低い価額で財産を取得した利益が論点。負担付贈与は債務を引き受ける贈与で評価や譲渡所得も論点になる。,No.4423|No.4426,2,26573df808d962ba|cbd10976ee9164dd,No.4423 個人から著しく低い価額で財産を譲り受けたとき|No.4426 負担付贈与に対する課税,data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4423_個人から著しく低い価額で財産を譲り受けたとき.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4426_負担付贈与に対する課税.md,multi,similar_terms,formal,制度比較,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE076,QA076,親の土地を無償で使うのと借地権の評価を混同しないで,親子間の無償使用は使用貸借としてNo.4552やNo.4553を確認する。借地権評価は財産評価基本通達の借地権評価で別に確認する。,No.4552|No.4553|財産評価基本通達,3,8a2d72a31293224c|075a0b2baed4e100|89d039af9676fc7a,No.4552 親の土地に子供が家を建てたとき|No.4553 使用貸借に係る土地を贈与により取得したとき|第2節 宅地及び宅地の上に存する権利,data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4552_親の土地に子供が家を建てたとき.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4553_使用貸借に係る土地を贈与により取得したとき.md|data/markdown/nta_zaisan_hyoka_kihon_tsutatsu/02__06_第2節_宅地及び宅地の上に存する権利.md,multi,confusable,formal,財産評価,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE077,QA077,相続した不動産を売ったとき取得費加算と空き家特例は同じですか,別制度。取得費加算は相続税額の一部を取得費に加算する特例でNo.3267を確認する。空き家譲渡特例は別の譲渡所得特例として条件を分ける。,No.3267|空き家特例関連TaxAnswer,2,8670b2429dd27fd9|d14c3b1bc8b9145e,No.3267 相続財産を譲渡した場合の取得費の特例|No.3306 被相続人の居住用財産（空き家）を売ったときの特例,data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/3267_相続財産を譲渡した場合の取得費の特例.md|data/markdown/nta_taxanswer_asset_tax/05_related_income_tax/3306_被相続人の居住用財産（空き家）を売ったときの特例.md,multi,similar_terms,formal,譲渡所得,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE078,QA078,未成年者控除と障害者控除はどちらも相続税の税額控除ですか,どちらも相続税額から控除する制度だが対象者と計算が異なる。未成年者控除はNo.4164で障害者控除はNo.4167で確認する。,No.4164|No.4167,2,e5516a30c1a3a1b6|1f7b8b13def62be9,No.4164 未成年者の税額控除|No.4167 障害者の税額控除,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4164_未成年者の税額控除.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4167_障害者の税額控除.md,multi,similar_terms,formal,税額控除,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE079,QA079,相次相続控除と生前贈与加算は似ていますか,相次相続控除は短期間に続く相続で前回相続税を考慮する税額控除。贈与財産加算は暦年課税の贈与を相続財産に加算する制度で別物。,No.4168|No.4161,2,27390297ab7589f5|77cfd1a1078ab3c8,No.4168 相次相続控除|No.4161 贈与財産の加算と税額控除（暦年課税）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4168_相次相続控除.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4161_贈与財産の加算と税額控除（暦年課税）.md,multi,similar_terms,formal,税額控除,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE080,QA080,農地の納税猶予と山林の納税猶予を分けて確認したい,農地等の相続税納税猶予はNo.4147で確認し山林を相続した場合の納税猶予はNo.4149で確認する。対象財産と要件が異なる。,No.4147|No.4149,2,729fad80e3412a5b|29d6706518576453,No.4147 農業相続人が農地等を相続した場合の納税猶予の特例|No.4149 山林を相続した場合の納税猶予の特例,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4147_農業相続人が農地等を相続した場合の納税猶予の特例.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4149_山林を相続した場合の納税猶予の特例.md,multi,similar_terms,formal,納税猶予,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE081,QA081,相続税額の軽減と税額控除は同じ意味で使っていいですか,同じではない。配偶者の税額軽減はNo.4158の制度であり未成年者控除や障害者控除などの税額控除とは対象や計算が異なる。,No.4158|No.4164|No.4167,3,5fc59de6d0ad050a|e5516a30c1a3a1b6|1f7b8b13def62be9,No.4158 配偶者の税額の軽減|No.4164 未成年者の税額控除|No.4167 障害者の税額控除,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4158_配偶者の税額の軽減.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4164_未成年者の税額控除.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4167_障害者の税額控除.md,multi,similar_terms,formal,制度比較,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE082,QA082,申告期限と納期限は相続税では別に考えるんですか,相続税は原則として申告期限と納期限が同じく相続開始を知った日の翌日から10か月以内。延納や物納は別途要件を確認する。,No.4205|No.4211|No.4214,3,8919cd225f8060ab|1432452dbd1713c8|8e7b4ce507236bd7,No.4205 相続税の申告と納税|No.4211 相続税の延納|No.4214 相続税の物納,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4205_相続税の申告と納税.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4211_相続税の延納.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4214_相続税の物納.md,multi,deadline,formal,申告納税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE083,QA083,還付金と還付加算金をRAGが取り違えないように聞くとどうなりますか,準確定申告に係る還付金等は質疑応答02/01で確認し還付加算金は質疑応答02/04で確認する。名称が似るため根拠を分ける。,質疑応答 02/01|質疑応答 02/04,2,4fa26e807c9531fb|32f3a62dbc3a476b,被相続人の準確定申告に係る還付金等|確定申告書提出後に死亡した被相続人に係る還付加算金の課税関係,data/markdown/nta_sozoku_shitsugi/02__01_被相続人の準確定申告に係る還付金等.md|data/markdown/nta_sozoku_shitsugi/02__04_確定申告書提出後に死亡した被相続人に係る還付加算金の課税関係.md,multi,similar_terms,formal,相続財産,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE084,QA084,相続時精算課税の選択届出書と贈与税申告書は同じものですか,同じではない。選択届出書に関する添付書類はNo.4304等で確認し贈与税申告や期限後申告の扱いは別途確認する。,No.4304|No.4429|質疑応答 16a/15,3,dd076a3300a76d76|0341ec3a4e2de49d|bdf4a26d24815465,No.4304 相続時精算課税選択届出書に添付する書類|No.4429 贈与税の申告と納税|相続時精算課税選択届出書を単独で提出した後に贈与税の期限後申告書を提出する場合の相続時精算課税の適用の可否（令和６年１月１日以後の贈与の場合）,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4304_相続時精算課税を選択する贈与税の申告書に添付する書類.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4429_贈与税の申告と納税.md|data/markdown/nta_sozoku_shitsugi/16a__15_相続時精算課税選択届出書を単独で提出した後に贈与税の期限後申告書を提出する場合の相続時精算課税の適用の可否（令和６年１月１日以後の贈与の場合）.md,multi,deadline,formal,相続時精算課税,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE085,QA085,財産評価と小規模宅地等の特例は同じ段階の話ですか,財産評価は土地等の評価額を算定する話で財産評価基本通達を確認する。小規模宅地等の特例は一定宅地の評価額を減額する相続税特例でNo.4124を確認する。,財産評価基本通達|No.4124,2,626df8e1699a18df|727b0f10c6c2cc14,財産評価|No.4124 相続した事業の用や居住の用の宅地等の価額の特例（小規模宅地等の特例）,data/markdown/nta_zaisan_hyoka_kihon_tsutatsu/01_財産評価.md|data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4124_相続した事業の用や居住の用の宅地等の価額の特例（小規模宅地等の特例）.md,multi,valuation,formal,財産評価,hard,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE086,QA086,親父が亡くなって生命保険を受け取ったんだけど相続税なの,被相続人が保険料を負担していた死亡保険金なら相続税のみなし相続財産になり得る。非課税枠500万円×法定相続人の数も確認する。,No.4114,1,6dbdcac94932af79,No.4114 相続税の課税対象になる死亡保険金,data/markdown/nta_taxanswer_asset_tax/01_inheritance_tax/4114_相続税の課税対象になる死亡保険金.md,single,similar_terms,colloquial,相続税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
CACHE087,QA087,母に家をあげたいんだけど贈与税の配偶者控除って使えるの,夫婦間で婚姻期間20年以上などの要件を満たす居住用不動産等の贈与なら贈与税の配偶者控除を検討できる。親子間には通常この制度は使わない。,No.4452|No.4455,2,d1607100d68b34d4|f8503750e6455149,No.4452 夫婦の間で居住用の不動産を贈与したときの配偶者控除|No.4455 配偶者控除の対象となる居住用不動産の範囲,data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4452_夫婦の間で居住用の不動産を贈与したときの配偶者控除.md|data/markdown/nta_taxanswer_asset_tax/02_gift_tax/4455_配偶者控除の対象となる居住用不動産の範囲.md,multi,confusable,colloquial,贈与税,normal,candidate_needs_admin_review,nta_taxanswer_inheritance_gift_v1,bge-m3_chroma_v1
